,customer_state,product_id,product_category_name,product_name_lenght,product_description_lenght,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_state,payment_type,payment_sequential,payment_installments,installments_price,price,freight_value,payment_value,default
104217,SP,d00f6c52d2730de05fb409f09ab6e732,utilidades_domesticas,53.0,167.0,2150.0,30.0,19.0,25.0,SP,voucher,2,1,7.0,44.99,13.08,6.66,0
53950,RJ,35ebf08a93899d44e756809e11b14754,eletronicos,55.0,240.0,150.0,18.0,12.0,15.0,PR,credit_card,1,1,71.0,18.9,16.79,71.38,0
19779,SP,e59dd207c69d86e890febadc796d1078,cool_stuff,54.0,850.0,125.0,16.0,12.0,12.0,PR,credit_card,1,2,80.5,148.0,13.17,161.17,0
26716,PR,aede48631330269f65a8d680de491657,malas_acessorios,45.0,573.0,1400.0,48.0,10.0,33.0,MG,credit_card,1,5,24.0,99.9,19.94,119.84,0
88738,MG,5145cef9f9e1293cf8cba2c924eb94e9,moveis_escritorio,46.0,2250.0,11600.0,58.0,20.0,58.0,SP,credit_card,1,3,109.0,259.9,66.63,326.53,0
51864,BA,11acb40fe03811a7bc40babe5d11c752,relogios_presentes,53.0,481.0,400.0,19.0,13.0,13.0,SP,boleto,1,1,222.0,198.9,23.1,222.0,0
53300,SP,9dae52e79d63184a0b32da87c5aabecf,relogios_presentes,40.0,621.0,450.0,22.0,14.0,27.0,MG,credit_card,1,2,43.0,132.9,19.03,85.86,0
25238,SP,5a6e53c3b4e8684b13388d6aa4afdf12,utilidades_domesticas,45.0,176.0,200.0,19.0,9.0,12.0,MG,credit_card,1,1,32.0,16.99,14.52,31.51,0
82508,RS,de9c7592ce4a5f5ac77c2f360698d44e,beleza_saude,56.0,1774.0,2500.0,30.0,10.0,20.0,SP,credit_card,1,7,31.857142857142858,199.0,23.68,222.68,0
36173,RJ,52c80cedd4e90108bf4fa6a206ef6b03,ferramentas_jardim,33.0,2188.0,7650.0,20.0,20.0,20.0,MG,credit_card,1,4,56.5,179.99,45.72,225.71,0
11696,BA,16bf176650a888512655cc94f61860e3,relogios_presentes,50.0,401.0,200.0,16.0,2.0,11.0,SP,credit_card,1,2,27.5,39.0,15.79,54.79,0
81561,RS,55b71bf300a2765a382eaec566df531f,esporte_lazer,50.0,2164.0,3400.0,33.0,25.0,28.0,SP,credit_card,1,1,92.0,74.99,16.83,91.82,0
35697,SP,d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59.0,1893.0,6550.0,20.0,20.0,20.0,MG,credit_card,1,1,190.0,149.99,40.38,190.37,0
79081,RJ,dd6701abf8ccf81f932abdb773d15b15,papelaria,57.0,1772.0,500.0,30.0,16.0,20.0,SP,credit_card,1,2,12.5,9.99,15.11,25.1,0
31618,RJ,6f66cd4cccc35d354547bca296581197,relogios_presentes,46.0,640.0,400.0,19.0,10.0,15.0,SP,credit_card,1,6,36.0,199.99,16.15,216.14,0
58064,RJ,f1c7f353075ce59d8a6f3cf58f419c9c,cama_mesa_banho,56.0,162.0,9750.0,35.0,12.0,30.0,SP,credit_card,1,2,113.5,205.0,22.27,227.27,0
2415,SP,4c2394abfbac7ff59ec7a420918562fa,beleza_saude,49.0,1495.0,600.0,33.0,19.0,13.0,SP,boleto,1,1,94.0,84.99,9.41,94.4,0
93929,SP,7fb9118562782456232ad0c6e54386be,beleza_saude,54.0,1256.0,2200.0,36.0,11.0,19.0,SP,credit_card,1,3,38.333333333333336,98.89,16.32,115.21,0
100169,GO,f45cf520fba787f057d57c5c8138668f,utilidades_domesticas,59.0,1582.0,6100.0,31.0,29.0,41.0,SP,credit_card,1,1,60.0,79.9,16.53,59.7,0
23399,SP,bdb4be6ce2f7f2b5be0a16088028c7fc,utilidades_domesticas,54.0,851.0,3100.0,45.0,28.0,26.0,SP,credit_card,1,5,19.8,85.0,14.2,99.2,0
59550,RS,a94815f2cf6c4c938f0223373e7b88f6,automotivo,57.0,651.0,5400.0,78.0,4.0,47.0,SP,credit_card,1,2,39.0,59.9,17.67,77.57,0
4539,RJ,02fbee632a2044d48ab16d57eec4db58,cama_mesa_banho,53.0,230.0,1017.0,39.0,15.0,34.0,SP,voucher,1,1,55.0,89.9,17.88,54.65,0
112187,MG,74e48c5377480b7d048d7b294abc569b,cool_stuff,45.0,3908.0,300.0,21.0,12.0,12.0,PR,credit_card,1,1,91.0,75.0,16.23,91.23,0
76291,MG,42283300f3811baee739f5f6edc6feee,construcao_ferramentas_construcao,60.0,1988.0,450.0,16.0,14.0,11.0,SP,credit_card,1,1,41.0,22.97,18.23,41.2,0
35645,SC,d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59.0,1893.0,6550.0,20.0,20.0,20.0,MG,boleto,1,1,194.0,149.0,45.12,194.12,0
26394,SC,d04bbac48960ecb7ea311b00ca6e1cb7,industria_comercio_e_negocios,52.0,784.0,11325.0,18.0,105.0,30.0,SP,boleto,1,1,129.0,104.0,24.86,128.86,0
74368,RJ,f67d6f74c4699f7ccf3bd1c0786901c8,ferramentas_jardim,40.0,187.0,1000.0,55.0,3.0,11.0,SP,credit_card,1,4,33.75,119.84,15.6,135.44,0
67545,SP,905b384ac5667170689505bbf30f1d07,cama_mesa_banho,53.0,504.0,1600.0,45.0,15.0,30.0,SP,boleto,1,1,93.0,80.0,12.9,92.9,0
4959,DF,99a4788cb24856965c36a24e339b6058,cama_mesa_banho,54.0,245.0,1383.0,50.0,10.0,40.0,SP,credit_card,1,1,93.0,83.79,9.27,93.06,0
39591,SP,4ae9bdff117a3fa23f6f9d146a65f698,esporte_lazer,45.0,382.0,1125.0,32.0,15.0,36.0,SP,credit_card,1,2,97.5,179.9,15.57,195.47,0
87587,SC,5a3320037d5922a7708647c81ecc1f15,utilidades_domesticas,60.0,446.0,4900.0,36.0,22.0,36.0,SP,voucher,1,1,96.0,75.0,21.02,96.02,0
62923,MG,4293865e4ead3d446609086b4cfedb4f,cama_mesa_banho,59.0,189.0,1650.0,46.0,3.0,34.0,SP,credit_card,1,10,15.3,129.9,23.49,153.39,0
102179,RJ,3591b4602bb8316dd178c98a97c29454,utilidades_domesticas,28.0,308.0,1650.0,35.0,30.0,15.0,PR,credit_card,1,3,34.333333333333336,85.39,17.31,102.7,0
91482,DF,2ac0cca735ca6684053d28a17883b765,bebes,50.0,844.0,1400.0,20.0,15.0,15.0,SP,credit_card,1,2,69.0,119.9,18.09,137.99,0
100124,BA,5ef336462ba740ddd4727319e26207e6,construcao_ferramentas_jardim,46.0,1157.0,1725.0,22.0,21.0,14.0,SP,boleto,1,1,69.0,41.89,27.24,69.13,0
69527,SP,0e362037e5f02f62c8ce89f49cb9d520,perfumaria,53.0,666.0,133.0,20.0,10.0,16.0,DF,boleto,1,1,57.0,39.9,16.79,56.69,0
93591,SP,1cab19d5be9a1286428e85aaebf82906,malas_acessorios,58.0,1057.0,950.0,35.0,12.0,25.0,SC,credit_card,1,3,32.0,79.0,16.74,95.74,0
53699,SP,d45f43af9b205b51568f78314d3057a6,esporte_lazer,49.0,1096.0,3050.0,20.0,20.0,20.0,SP,credit_card,1,1,94.0,79.0,14.71,93.71,0
73821,BA,652698dafbccac29d78c7ba70dceef10,cool_stuff,44.0,2413.0,300.0,16.0,19.0,15.0,DF,credit_card,1,1,84.0,65.0,18.99,83.99,0
109641,SP,926d11f0e2a1171fed968faf5caa8f92,ferramentas_jardim,29.0,799.0,1150.0,28.0,55.0,12.0,SP,credit_card,1,2,28.5,44.9,12.48,57.38,0
44282,RJ,77fdeb8d4f7502f75b6779205f30a875,cama_mesa_banho,56.0,333.0,12250.0,62.0,27.0,47.0,SP,boleto,1,1,177.0,119.9,57.51,177.41,0
65625,SP,29bedbfbe73ea473396306b4f0c010ec,utilidades_domesticas,47.0,187.0,7600.0,55.0,33.0,40.0,SP,credit_card,1,1,115.0,89.9,25.14,115.04,0
91887,SP,a0b7d5a992ccda646f2d34e418fff5a0,moveis_decoracao,45.0,67.0,12300.0,40.0,40.0,40.0,MG,boleto,1,1,99.0,69.9,28.8,98.7,0
10185,RN,2a5806f10d0f00e5ad032dd2e3c8806e,moveis_escritorio,46.0,1350.0,11875.0,57.0,55.0,22.0,SP,credit_card,1,10,22.8,169.99,72.78,227.72,0
87435,MG,69d3ff4f45d52d69e4b06760e0e154e2,instrumentos_musicais,63.0,3893.0,1250.0,26.0,6.0,26.0,SP,credit_card,1,10,107.3,1048.0,24.59,1072.59,0
10415,SP,6dde44b4172999f35f08654d06bad633,moveis_escritorio,55.0,1180.0,16167.0,64.0,62.0,25.0,SP,boleto,1,1,236.0,194.99,41.35,236.34,0
2612,SP,dd61e943598eec72351633dd6a72d5dc,perfumaria,47.0,1816.0,350.0,36.0,6.0,22.0,SP,boleto,1,1,88.0,79.99,7.81,87.8,0
27397,RJ,926a505f318353d8634f3c5102756352,cama_mesa_banho,55.0,284.0,850.0,35.0,10.0,20.0,SP,voucher,5,1,5.0,68.9,18.76,5.44,0
66829,PR,c38458375b2a89d0c8a6313b016dcdc7,beleza_saude,59.0,703.0,150.0,20.0,20.0,15.0,SP,credit_card,1,1,78.0,59.5,18.52,78.02,0
67779,SP,edb58f769af494909a8851152c3a2d1d,cama_mesa_banho,50.0,638.0,300.0,16.0,10.0,16.0,SP,credit_card,1,1,35.0,21.99,12.81,34.8,0
37983,GO,f522bb1400b17373f48c625ccdcb3a13,ferramentas_jardim,43.0,396.0,11600.0,37.0,26.0,20.0,SP,credit_card,1,10,56.9,525.0,44.06,569.06,0
29907,RJ,461f43be3bdf8844e65b62d9ac2c7a5a,relogios_presentes,35.0,591.0,444.0,20.0,14.0,16.0,SP,credit_card,1,8,17.625,121.9,18.73,140.63,0
58005,SP,f1c7f353075ce59d8a6f3cf58f419c9c,cama_mesa_banho,56.0,162.0,9750.0,35.0,12.0,30.0,SP,credit_card,1,2,81.5,148.0,14.64,162.64,0
38374,SP,0134eb6b933b7ebc0f9e24ae5abefaa0,eletrodomesticos,58.0,290.0,1150.0,55.0,19.0,46.0,SP,credit_card,1,1,49.0,40.5,8.82,49.32,0
54317,MG,aa68f61c9b2dbcd9cce6c45e80dfbff7,eletronicos,42.0,101.0,100.0,22.0,5.0,14.0,PR,credit_card,1,3,12.0,18.9,16.79,35.69,0
43953,MG,9b77a0a174a0b29b5720de6cfcc17ba9,informatica_acessorios,34.0,1080.0,200.0,41.0,2.0,29.0,MG,boleto,1,1,44.0,31.9,12.48,44.38,0
71142,MS,9c5eb07abad39517f560d32066739b5d,bebes,55.0,1673.0,371.0,17.0,17.0,12.0,SP,boleto,1,1,102.0,86.9,15.36,102.26,0
15635,RS,4ae634441e444ca4bc85903cafe98d73,telefonia,54.0,285.0,275.0,18.0,4.0,12.0,SP,boleto,1,1,52.0,11.99,14.1,52.18,0
42843,SC,062d69b626c072fa369799d0018c95d7,relogios_presentes,48.0,345.0,6750.0,46.0,20.0,44.0,SP,credit_card,1,2,76.5,134.9,18.19,153.09,0
77367,MG,3dd2a17168ec895c781a9191c1e95ad7,informatica_acessorios,48.0,894.0,533.0,22.0,11.0,20.0,PE,boleto,1,1,177.0,149.9,27.59,177.49,0
17887,GO,ee406bf28024d97771c4b1e8b7e8e219,cool_stuff,54.0,629.0,1050.0,36.0,24.0,22.0,SP,credit_card,1,5,32.8,144.99,18.59,163.58,0
18255,MG,f264c1d9b20b5e4a340254d0405e613b,cool_stuff,48.0,874.0,1050.0,42.0,25.0,15.0,SP,boleto,1,1,96.0,72.99,23.09,96.08,0
42657,SP,ba4bfbf74dbe7ab37e263b9326da0523,esporte_lazer,60.0,521.0,650.0,24.0,10.0,20.0,SP,credit_card,1,1,43.0,33.9,9.55,43.45,0
36788,MS,ba9943916136c9959e24f71bdae28faa,informatica_acessorios,46.0,669.0,200.0,35.0,2.0,25.0,SC,credit_card,1,6,11.166666666666666,44.9,22.06,66.96,0
90451,SC,ac73a545907ecae37cf969833e3a7959,utilidades_domesticas,49.0,864.0,800.0,20.0,15.0,25.0,SP,credit_card,1,1,72.0,55.9,16.15,72.05,0
30121,ES,db5efde3ad0cc579b130d71c4b2db522,audio,40.0,232.0,6663.0,17.0,11.0,13.0,SP,boleto,1,1,205.0,189.0,16.07,205.07,0
32676,SP,11059273f4bc1a293777e98c89807c62,beleza_saude,43.0,1565.0,1050.0,22.0,15.0,17.0,SP,credit_card,1,1,112.0,99.9,12.2,112.1,0
101019,SP,846b03a807e25ffd1d787e1ff9e0b610,beleza_saude,46.0,2391.0,200.0,23.0,15.0,15.0,SP,credit_card,1,2,20.5,32.9,7.78,40.68,0
27763,RJ,17362fcfc13b829500dcd59fc4c02a89,fashion_bolsas_e_acessorios,27.0,542.0,1000.0,20.0,18.0,20.0,MG,voucher,3,1,195.0,399.0,20.04,194.88,0
843,SP,173e9fe34bfe97f3a5e6dc57fe897b74,livros_tecnicos,36.0,890.0,950.0,29.0,3.0,21.0,SP,credit_card,1,1,69.0,57.89,11.43,69.32,0
16124,SP,f62cbf4416c9ef8e1b4e8d5279891f24,eletronicos,46.0,352.0,200.0,25.0,7.0,16.0,SP,credit_card,1,1,21.0,13.65,7.39,21.04,0
36830,SP,a82f0e2c1b417c32e3812235e6cdacd4,beleza_saude,31.0,1337.0,650.0,25.0,15.0,15.0,SC,boleto,1,1,80.0,65.49,14.63,80.12,0
112446,GO,90375e3ead4149e7ce79f04c8f6c0545,automotivo,63.0,1985.0,5900.0,35.0,12.0,20.0,PE,boleto,1,1,1240.0,1199.0,40.94,1239.94,0
3431,SP,84f456958365164420cfc80fbe4c7fab,cama_mesa_banho,55.0,312.0,1550.0,44.0,14.0,34.0,SP,credit_card,1,3,35.333333333333336,92.0,13.7,105.7,0
93436,MG,e8b54d5aeae0ec3077cd89301a9c6023,esporte_lazer,19.0,548.0,5150.0,22.0,3.0,22.0,MG,credit_card,1,2,43.0,22.5,20.26,85.52,0
105929,SP,9a2baa159a216dcc9eb422cda7271ba8,brinquedos,24.0,471.0,512.0,27.0,21.0,24.0,SP,credit_card,1,1,64.0,47.0,16.6,63.6,0
75620,RN,99aa268744e2967e0ed6d3b22a38eff2,esporte_lazer,48.0,1700.0,750.0,59.0,14.0,12.0,RN,debit_card,1,1,95.0,84.9,10.01,94.91,0
36771,SP,0fc6914383c2bea767a9562c9d8b43a1,informatica_acessorios,52.0,644.0,338.0,32.0,6.0,36.0,SC,boleto,1,1,60.0,44.99,15.1,60.09,0
112087,MT,972c34115d851ba523bc16ec0ab2b098,beleza_saude,38.0,179.0,700.0,25.0,25.0,25.0,SC,credit_card,1,1,280.0,228.0,52.32,280.32,0
75262,SP,a4f599bc20c26f1845518f370c437896,ferramentas_jardim,39.0,524.0,500.0,32.0,4.0,12.0,SP,credit_card,1,3,55.66666666666666,153.84,13.52,167.36,0
46240,RJ,d103a59e482517dd37f6865b1bf5499d,ferramentas_jardim,55.0,1209.0,1650.0,25.0,25.0,20.0,SP,credit_card,1,6,20.166666666666668,97.5,23.48,120.98,0
70151,SP,c654d5057f4120825c0e11665770b56d,brinquedos,43.0,275.0,600.0,33.0,3.0,13.0,PR,credit_card,1,1,45.0,28.9,16.11,45.01,0
36210,PR,4a0297fe087bf3ab8e126936cef30a28,automotivo,54.0,3152.0,2850.0,26.0,19.0,22.0,MG,credit_card,1,1,148.0,120.0,28.22,148.22,0
78649,SC,f0b23cf62b44c4cbd631ee45ccb8fc60,pet_shop,57.0,721.0,1700.0,50.0,30.0,33.0,SP,credit_card,1,2,25.5,36.8,14.1,50.9,0
26206,SC,a10e0fcb1c409869c3c6da4eb13b7612,bebes,58.0,847.0,7150.0,47.0,26.0,35.0,SP,credit_card,1,1,68.0,50.0,17.6,67.6,0
4823,MG,65c5f70a0cc1d74c36cb5e8de51582e7,brinquedos,44.0,227.0,650.0,45.0,15.0,35.0,SP,voucher,1,1,2.0,37.0,15.1,2.22,0
108566,RJ,5ad98f070157eeb5bb577282dd1a7f06,eletronicos,41.0,582.0,2150.0,24.0,12.0,23.0,SP,credit_card,1,4,42.0,141.0,27.29,168.29,0
111580,SP,0af4dce351fbee7db329f93260f68142,utilidades_domesticas,29.0,201.0,20000.0,52.0,52.0,35.0,SP,credit_card,1,1,109.0,72.5,36.02,108.52,0
25903,MG,14dffa241a078aeaebaef48a49e807ca,bebes,43.0,746.0,250.0,16.0,7.0,11.0,SP,credit_card,1,1,79.0,64.9,14.2,79.1,0
96608,ES,6fd08d44046ab994b96ff38ad6fcfba1,bebes,60.0,865.0,500.0,23.0,23.0,23.0,SP,credit_card,1,1,58.0,39.9,18.23,58.13,0
112267,SP,db01f6d59372f9943ba1b411b59612fa,utilidades_domesticas,50.0,349.0,300.0,50.0,4.0,11.0,SP,debit_card,1,1,39.0,25.9,12.79,38.69,0
76657,RJ,165f86fe8b799a708a20ee4ba125c289,cool_stuff,40.0,1456.0,2425.0,29.0,30.0,19.0,SP,credit_card,1,4,51.0,169.99,33.78,203.77,0
107558,SP,722a703d9aadc6e807aed5512eb447c7,alimentos,23.0,936.0,500.0,23.0,23.0,17.0,SP,credit_card,1,3,12.666666666666666,25.0,12.79,37.79,0
25569,MG,880be32f4db1d9f6e2bec38fb6ac23ab,brinquedos,45.0,589.0,200.0,16.0,7.0,11.0,SP,credit_card,1,1,114.0,44.9,11.85,113.5,0
10851,RS,0364c36f8e845e4d309c0a3accc04b1c,moveis_escritorio,47.0,1158.0,16800.0,63.0,58.0,24.0,SP,credit_card,1,4,69.0,209.99,66.28,276.27,0
16571,SP,0b039b61011417822882815943f13dac,eletronicos,41.0,711.0,150.0,30.0,10.0,20.0,SP,credit_card,1,1,32.0,23.7,8.29,31.99,0
108702,RS,805bf2490cf3dfc00aa1ce921ffde7ef,informatica_acessorios,50.0,3612.0,13000.0,66.0,44.0,27.0,DF,credit_card,1,10,105.4,945.0,108.74,1053.74,0
24251,MA,5328338cfaa16ba10561cd970c73ca11,cool_stuff,51.0,330.0,1950.0,33.0,44.0,19.0,RS,credit_card,1,4,65.0,199.0,60.56,259.56,0
84467,RJ,dd60cac04e6bcbc919cb1c7dcc473211,utilidades_domesticas,59.0,379.0,900.0,45.0,20.0,25.0,SP,credit_card,1,4,11.25,29.9,15.11,45.01,0
97596,GO,72030f5a9528ee708f8d865fee65b29b,cama_mesa_banho,33.0,827.0,1150.0,29.0,8.0,28.0,GO,credit_card,1,8,15.875,115.0,11.9,126.9,0
93032,SP,063c331b19ce7f951a2abb159e30386a,cama_mesa_banho,50.0,216.0,1100.0,33.0,12.0,24.0,RJ,boleto,1,1,83.0,64.9,17.7,82.6,0
75330,RJ,cf78006a2a6b0429b9663edd99bb38f9,moveis_decoracao,49.0,399.0,1900.0,28.0,19.0,21.0,PR,credit_card,1,6,55.5,299.99,32.75,332.74,0
50349,RS,de533fe5b9448ea9792195806938dbf5,moveis_decoracao,51.0,676.0,1650.0,35.0,23.0,35.0,SP,boleto,1,1,232.0,196.8,35.14,231.94,0
108078,MG,b688ed97b957462c2510812cbfe7e6d8,informatica_acessorios,47.0,743.0,1350.0,30.0,16.0,20.0,SP,voucher,2,1,42.0,287.0,23.94,41.54,0
89740,AC,a7d756e8f7c4b7e5b679e248a57d91ec,fashion_bolsas_e_acessorios,59.0,340.0,150.0,16.0,6.0,20.0,MG,credit_card,1,3,40.333333333333336,89.9,31.3,121.2,0
58401,RS,621dce691c2ff3f99e21c21057ddc0ba,cama_mesa_banho,51.0,444.0,950.0,50.0,16.0,16.0,SP,credit_card,1,2,75.0,129.89,19.88,149.77,0
110242,CE,450c25d98ed6923154a934554475bf13,beleza_saude,60.0,1946.0,19150.0,87.0,76.0,16.0,CE,credit_card,1,2,231.0,399.0,63.07,462.07,0
104687,SC,2da57168cd8fff36cb88b21369ce7e6d,automotivo,45.0,1014.0,3750.0,40.0,15.0,15.0,MG,credit_card,1,10,14.8,120.0,27.57,147.57,0
33588,SP,6e7b435ac3c84fc5348dba974e184322,perfumaria,42.0,299.0,280.0,17.0,14.0,14.0,RJ,credit_card,1,1,136.0,119.9,16.6,136.5,0
44782,GO,dbb58fe2ee04b51f23e257a03e006da8,automotivo,55.0,1037.0,150.0,24.0,2.0,17.0,SP,credit_card,1,1,70.0,54.9,15.13,70.03,0
22050,SP,8b50a72d52d7a91fb19d19fbe069e2f2,utilidades_domesticas,54.0,1754.0,250.0,20.0,8.0,13.0,SP,boleto,1,1,115.0,49.99,7.61,115.2,0
36943,RJ,44a34214a57dc373dcd80f54c919d006,esporte_lazer,21.0,207.0,350.0,67.0,15.0,15.0,SC,credit_card,1,5,10.6,29.5,23.28,52.78,0
31933,RJ,53ea9da485f6aed8a6f03a85831fe021,relogios_presentes,33.0,439.0,346.0,18.0,10.0,13.0,SP,credit_card,1,5,49.8,230.0,19.49,249.49,0
29273,RJ,70906e04da1eebf3d1b8791bd09ffe85,informatica_acessorios,51.0,518.0,214.0,18.0,14.0,13.0,SP,credit_card,1,2,43.0,69.9,16.25,86.15,0
23910,PR,1612209b0b37fbe80e1e8e1b7d19ca1d,informatica_acessorios,56.0,580.0,1600.0,20.0,15.0,20.0,RS,credit_card,1,1,116.0,99.0,16.94,115.94,0
54593,SP,9cb1c8fe9936376b813bd401471faaf8,cama_mesa_banho,34.0,626.0,600.0,16.0,30.0,30.0,SP,boleto,1,1,101.0,91.9,9.46,101.36,0
83155,RS,14e3c0e17eb29fa9b3492b3956d4371e,beleza_saude,53.0,1655.0,767.0,22.0,18.0,20.0,SP,boleto,1,1,78.0,61.78,16.19,77.97,0
55144,SP,0a32970769398151da435910bce405e4,esporte_lazer,32.0,617.0,608.0,22.0,15.0,18.0,SP,boleto,1,1,509.0,499.0,10.36,509.36,0
64079,RJ,4793826002e5bd292a4f0057c11f670b,cama_mesa_banho,58.0,366.0,600.0,63.0,15.0,28.0,SP,credit_card,1,2,30.0,44.1,16.11,60.21,0
84260,SP,67b0d38a61d8e4c1c1df7d56276302aa,fashion_bolsas_e_acessorios,63.0,655.0,300.0,16.0,9.0,11.0,MG,boleto,1,1,74.0,59.9,14.59,74.49,0
107877,SP,19239f99ecca2c266c57cdce121a6727,cool_stuff,21.0,608.0,850.0,31.0,20.0,32.0,SP,voucher,3,1,6.0,79.9,11.95,5.75,0
69082,PB,3ba2b0de14984ce8f072c58be8d701dd,brinquedos,59.0,1164.0,6133.0,44.0,35.0,48.0,SC,voucher,2,1,45.0,104.99,35.35,45.24,0
96601,SP,33f00e46ac331db0df0c5e84b67dc1e0,brinquedos,52.0,882.0,50.0,20.0,8.0,17.0,SP,boleto,1,1,14.0,6.9,7.39,14.29,0
107949,SP,27da9ff5303d900602623ce3b731e0bf,utilidades_domesticas,29.0,415.0,4100.0,63.0,25.0,23.0,MG,credit_card,1,6,21.83333333333333,86.57,44.41,130.98,0
37123,SP,6c81db10f914c4d032b14fa93aa0a818,fashion_bolsas_e_acessorios,56.0,198.0,150.0,16.0,16.0,16.0,RS,credit_card,1,3,37.333333333333336,29.99,20.61,111.57,0
45131,SP,f45cf520fba787f057d57c5c8138668f,utilidades_domesticas,59.0,1582.0,6100.0,31.0,29.0,41.0,SP,voucher,2,1,60.0,63.99,11.15,60.19,0
8389,RJ,2c2491f31fe7320124ccf2f3404354a6,telefonia,60.0,818.0,300.0,17.0,4.0,12.0,SP,credit_card,1,1,43.0,27.99,15.3,43.29,0
48778,RJ,1d0f7339adddb21ecab3c4170865ffdf,ferramentas_jardim,53.0,228.0,1700.0,31.0,11.0,11.0,SP,credit_card,1,1,312.0,139.9,16.19,312.18,0
52906,AM,a5215a7a9f46c4185b12f38e9ddf2abc,pcs,55.0,3632.0,2800.0,16.0,31.0,39.0,BA,credit_card,1,8,173.125,1340.0,44.74,1384.74,0
106527,SP,ee667ef9c46d1444ebde2f0ea9c6b4c3,cama_mesa_banho,57.0,335.0,1667.0,43.0,14.0,37.0,SP,credit_card,1,6,33.333333333333336,181.99,18.18,200.17,0
81581,SP,81288df52439985f610be64465e53f57,esporte_lazer,53.0,3189.0,3775.0,35.0,30.0,30.0,SP,credit_card,1,1,121.0,109.99,11.39,121.38,0
15657,DF,125d26eac85cf57783e2b545149ad38c,telefonia,32.0,340.0,100.0,20.0,10.0,15.0,SP,voucher,1,1,41.0,25.0,15.65,40.65,0
100726,SP,6ff26ef9ee033313afc8e84810a11079,fashion_bolsas_e_acessorios,57.0,702.0,183.0,20.0,10.0,13.0,RJ,credit_card,1,12,38.0,439.0,16.82,455.82,0
36571,SP,b4f9530c931398e215242293c2c8ba4c,telefonia_fixa,59.0,1542.0,283.0,20.0,9.0,15.0,SP,credit_card,1,1,56.0,45.0,11.03,56.03,0
2311,SP,d39421ec4cc2bf52e35f8bf00f1ec314,beleza_saude,56.0,1534.0,1600.0,35.0,25.0,20.0,SP,boleto,1,1,59.0,49.99,8.72,58.71,0
72442,SP,10f2ada0cff82206dc9afa52ebac690b,livros_interesse_geral,25.0,3655.0,500.0,16.0,22.0,15.0,SP,credit_card,1,1,28.0,19.95,8.29,28.24,0
111605,SP,3e0ca14990ca0de11f16f0dd5595c1b1,esporte_lazer,58.0,435.0,200.0,25.0,5.0,20.0,SP,credit_card,1,1,33.0,24.99,7.76,32.75,0
109984,RS,ccb5b6def674efaec461d386ac2ec146,beleza_saude,56.0,1539.0,600.0,18.0,30.0,30.0,SP,credit_card,1,7,20.142857142857142,124.9,15.97,140.87,0
96641,PR,0e0be1b2859d8645f40d55e1dd855781,bebes,54.0,160.0,467.0,24.0,21.0,22.0,SP,boleto,1,1,56.0,37.9,18.23,56.13,0
53462,SP,cec09725da5ed01471d9a505e7389d37,esporte_lazer,52.0,1197.0,2500.0,20.0,11.0,11.0,SP,credit_card,1,2,87.5,69.9,17.62,175.04,0
46246,CE,c75d5edf6cf5302523d622c43a072be0,informatica_acessorios,54.0,779.0,150.0,16.0,19.0,16.0,SP,credit_card,1,7,53.71428571428572,337.18,39.27,376.45,0
15603,PA,4ae634441e444ca4bc85903cafe98d73,telefonia,54.0,285.0,275.0,18.0,4.0,12.0,SP,credit_card,1,1,30.0,11.99,17.63,29.62,0
70097,DF,a270b2f4aad055863b643395b987d151,esporte_lazer,40.0,245.0,1000.0,60.0,15.0,15.0,SP,credit_card,1,1,120.0,99.9,20.19,120.09,0
9313,CE,f0b543161e745b6c80a79c368db167a5,telefonia,60.0,540.0,300.0,17.0,4.0,12.0,SP,voucher,2,1,38.0,21.99,19.04,38.08,0
84563,PR,5494497e1078148d7b0e41d4551412a7,cama_mesa_banho,59.0,678.0,1250.0,19.0,17.0,23.0,SC,credit_card,1,3,28.33333333333333,64.99,19.65,84.64,0
108593,RJ,8d1cfc0463b545928bfb4e589e017bd4,market_place,55.0,1626.0,175.0,17.0,10.0,19.0,SP,credit_card,1,4,19.25,62.8,14.61,77.41,0
45284,GO,a50acd33ba7a8da8e9db65094fa990a4,automotivo,53.0,555.0,4105.0,67.0,10.0,67.0,SP,credit_card,1,2,71.5,117.3,25.66,142.96,0
17439,RS,c6dd917a0be2a704582055949915ab32,cool_stuff,54.0,1012.0,1200.0,42.0,25.0,15.0,SP,credit_card,1,2,56.5,89.99,23.21,113.2,0
35064,SP,bd85550f79aa4e7452a75c55921cd5c7,brinquedos,58.0,102.0,250.0,40.0,10.0,25.0,SP,credit_card,1,1,31.0,19.9,10.96,30.86,0
61709,MG,e3d56b75987accb32f776ba6c710913e,moveis_decoracao,24.0,268.0,1050.0,22.0,22.0,24.0,SP,credit_card,2,1,40.0,65.0,17.7,40.0,0
2129,SP,154e7e31ebfa092203795c972e5804a6,beleza_saude,48.0,575.0,100.0,20.0,15.0,15.0,SP,credit_card,1,3,10.333333333333334,23.99,7.39,31.38,0
74393,MG,3fd95674ddba6b30c42b8f62fe543c6b,ferramentas_jardim,55.0,287.0,700.0,18.0,5.0,13.0,SP,credit_card,1,10,20.7,189.9,17.09,206.99,0
